Country,Indicator,Last,Previous,Highest,Lowest,Date
China,Current Account,545,392,1515,-523,USD Hundred Million
China,Current Account to GDP,1.5,2.2,10.1,-3.7,percent of GDP
China,Government Debt to GDP,83.6,77.1,83.6,20.6,percent of GDP
China,Government Budget,-5.8,-7.4,0.58,-8.6,percent of GDP
China,Business Confidence,49.8,49.1,59.2,35.7,points
China,Manufacturing PMI,49.3,50.4,54.9,40.3,points
China,Non Manufacturing PMI,50,50.3,62.2,29.6,percent
China,Services PMI,50.3,51.6,58.4,26.5,points
China,Consumer Confidence,86,86.2,127,85.5,points
China,Retail Sales MoM,0.35,-0.1,4.98,-10.77,percent
China,Corporate Tax Rate,25,25,33,25,percent
China,Personal Income Tax Rate,45,45,45,45,percent
China,GDP Growth Rate,0.7,1.5,11.5,-10.4,percent
China,GDP Annual Growth Rate,4.7,5.3,18.7,-6.9,percent
China,GDP,17795,17882,17882,47.21,USD Billion
China,Gross National Product,1251297,1197250,1251297,679,CNY Hundred Million
China,Gross Fixed Capital Formation,521112,504835,521112,80.7,CNY Hundred Million
China,GDP per Capita,12174,11560,12174,164,USD
China,GDP per Capita PPP,22135,21019,22135,1646,USD
China,Full Year GDP Growth,5.2,3,14.3,2.2,percent
China,GDP Constant Prices,583168,283125,1191037,53480,CNY Hundred Million
China,GDP from Agriculture,30660,11538,89755,649,CNY Hundred Million
China,GDP from Construction,37771,13978,85691,182,CNY Hundred Million
China,GDP from Manufacturing,199858,96426,399103,2225,CNY Hundred Million
China,GDP from Services,349646,174915,688238,2213,CNY Hundred Million
China,GDP from Transport,28684,13532,57820,393,CNY Hundred Million
China,Unemployment Rate,5.3,5.2,6.2,3.9,percent
China,Employed Persons,74041,73351,76349,20729,Tens of Thousands
China,Labour Costs,61.4,65.1,97.4,57.1,points
China,Wages,120698,114029,120698,445,CNY/Year
China,Minimum Wages,2590,2590,2590,690,CNY/Month
China,Wages in Manufacturing,97528,92459,97528,597,CNY/Year
China,Population,1410,1412,1413,552,Million
China,Retirement Age Women,50,50,50,50,Years
China,Retirement Age Men,60,60,60,60,Years
China,Average Weekly Hours,48.7,48.7,49,46.2,Hours
China,Youth Unemployment Rate,18.8,17.1,21.3,13.2,percent
China,Inflation Rate,0.6,0.5,28.4,-2.2,percent
China,Inflation Rate MoM,0.4,0.5,2.6,-1.8,percent
China,Consumer Price Index CPI,104,103,104,100,points
China,Core Consumer Prices,101,100,102,98.4,points
China,Core Inflation Rate,0.3,0.4,2.5,-1.6,percent
China,GDP Deflator,737,724,737,101,points
China,Producer Prices,106,107,114,96.6,points
China,Producer Prices Change,-1.8,-0.8,26,-8.2,percent
China,Export Prices,93.7,93.1,116,90.2,points
China,Import Prices,101,104,123,79.6,points
China,Food Inflation,2.8,0,40.2,-5.9,percent
China,Core Inflation Rate MoM,-0.2,0.3,0.6,-0.7,percent
China,Producer Price Inflation MoM,-0.7,-0.2,2.5,-1.3,percent
China,Rent Inflation,-0.3,-0.2,14,-1.2,percent
China,Interest Rate,3.35,3.35,5.77,3.35,percent
China,Cash Reserve Ratio,9.5,10,21.5,6,percent
China,Interbank Rate,1.84,1.84,6.46,1.2,percent
China,Money Supply M0,11947,11884,12140,17.85,CNY Billion
China,Money Supply M1,63024,63230,69560,74.51,CNY Billion
China,Money Supply M2,305050,303306,305050,5840,CNY Billion
China,Banks Balance Sheet,900,260,4920,-32.1,CNY Billion
China,Central Bank Balance Sheet,436469,436547,456944,34444,CNY Hundred Million
China,Foreign Exchange Reserves,3288000,3256000,3993213,2262,USD Million
China,Loans to Private Sector,30300,7700,65364,-974,CNY Hundred Million
China,Loan Growth,8.5,8.7,34.44,8.5,percent
China,1 Year MLF Rate,2,2.3,3.3,2,percent
China,14-Day Reverse Repo Rate,1.85,1.95,6.05,1.85,percent
China,Liquidity Injections Via MLF,300,200,1450,0,CNY Billion
China,Loan Prime Rate 5Y,3.85,3.85,4.85,3.85,percent
China,Fixed Asset Investment,3.4,3.6,53,-24.5,percent
China,Liquidity Injections Via Reverse Repo,212,278,1200,1.17,CNY Billion
China,Loans To Banks,2501638,2492551,2501638,413413,CNY Hundred Million
China,Reverse Repo Rate,1.5,1.7,4.4,1.5,percent
China,Balance of Trade,91.02,84.65,125,-61.99,USD Billion
China,Current Account,545,392,1515,-523,USD Hundred Million
China,Current Account to GDP,1.5,2.2,10.1,-3.7,percent of GDP
China,Exports,309,301,340,1.25,USD Billion
China,Imports,218,216,253,1.39,USD Billion
China,External Debt,24475,24528,27466,158,USD Hundred Million
China,Terms of Trade,92.4,89.78,120,81.75,points
China,Capital Flows,-744,-466,760,-1379,USD Hundred Million
China,Foreign Direct Investment,580,499,1891,18.32,USD Hundred Million
China,Tourist Arrivals,1378,0,4911,0,Tens of Thousands
China,Gold Reserves,2264,2262,2264,395,Tonnes
China,Crude Oil Production,4273,4249,4408,1012,BBL/D/1K
China,Auto Exports,479247,412769,490737,37328,
China,Current Account Goods,1213,1511,1960,-24.81,USD Hundred Million
China,Current Account Services,-612,-567,46.69,-809,USD Hundred Million
China,Direct Investment Liabilities,102,177,1052,-118,USD Hundred Million
China,Electric Car Exports,142355,113391,178794,1006,
China,Exports YoY,8.7,7,155,-40.6,percent
China,Foreign Direct Investment YoY,-31.5,-29.6,110,-32.6,percent
China,Freight Traffic,4881,4807,7660,190,Millions Ton
China,Freight Traffic Civil Aviation,760,750,1300,6,Thousands Ton
China,Freight Traffic Highways,3608,3582,6000,32,Millions Ton
China,Freight Traffic Railway,433,432,806,91,Millions Ton
China,Freight Traffic Waterways,839,792,1399,12,Millions Ton
China,Imports YoY,0.5,7.2,85.5,-43.1,percent
China,Terrorism Index,0.58,0,6.68,0,Points
China,Weapons Sales,2432,2083,2600,3,SIPRI TIV Million
China,Government Debt to GDP,83.6,77.1,83.6,20.6,percent of GDP
China,Government Budget,-5.8,-7.4,0.58,-8.6,percent of GDP
China,Government Budget Value,-6322,885,10693,-24336,CNY Hundred Million
China,Government Spending,208113,193360,208113,93.3,CNY Hundred Million
China,Government Revenues,12113,19750,46203,138,CNY Hundred Million
China,Fiscal Expenditure,18435,18892,43624,139,CNY Hundred Million
China,Corruption Index,42,45,45,21.6,Points
China,Corruption Rank,76,65,100,40,
China,Credit Rating,78,,,,
China,Military Expenditure,296439,291958,296439,9802,USD Million
China,Corporate Tax Rate,25,25,33,25,percent
China,Personal Income Tax Rate,45,45,45,45,percent
China,Sales Tax Rate,13,13,17,13,percent
China,Social Security Rate,38.7,38.7,62,38.7,percent
China,Social Security Rate For Companies,28.2,28.2,44,28.2,percent
China,Social Security Rate For Employees,10.5,10.5,18,10.2,percent
China,Withholding Tax Rate,10,10,10,10,percent
China,Business Confidence,49.8,49.1,59.2,35.7,points
China,Manufacturing PMI,49.3,50.4,54.9,40.3,points
China,Non Manufacturing PMI,50,50.3,62.2,29.6,percent
China,Services PMI,50.3,51.6,58.4,26.5,points
China,Industrial Production,4.5,5.1,35.1,-21.1,percent
China,Industrial Production Mom,0.32,0.35,36.56,-22.1,percent
China,Manufacturing Production,5.3,5.5,39.5,-15.7,percent
China,New Orders,48.9,49.3,65.1,29.3,points
China,Changes in Inventories,9327,14959,15873,3,CNY Hundred Million
China,Car Production,2030000,2177000,2713000,195000,Units
China,Car Registrations,1994000,2215000,2792000,213534,Units
China,Total Vehicle Sales,2453000,2262000,3156000,88416,Units
China,Leading Economic Index,150,149,169,10.4,points
China,Business Conditions Index,48.6,48.8,70.9,37.3,points
China,Composite Leading Indicator,100,100,105,83.49,points
China,Electric Car Registrations,991000,1049000,1049000,4978,Units
China,NBS General PMI,50.4,50.1,57,28.9,points
China,Capacity Utilization,74.9,73.6,78.4,67.3,percent
China,Cement Production,15368,16397,24869,782,Ten Thousands of Tonnes
China,Composite PMI,50.3,51.2,57.5,27.5,points
China,Corporate Profits,4652730,4099170,8709210,1617,CNY Million
China,Electricity Production,883110,768520,883110,41760,Gigawatt-hour
China,Mining Production,4.6,4.4,17.5,-6.5,percent
China,Steel Production,77900,82900,99500,4918,Thousand Tonnes
China,Consumer Confidence,86,86.2,127,85.5,points
China,Retail Sales MoM,0.35,-0.1,4.98,-10.77,percent
China,Retail Sales YoY,2.1,2.7,37.4,-20.5,percent
China,Consumer Spending,493247,450468,493247,453,CNY Hundred Million
China,Disposable Personal Income,51821,49283,51821,343,CNY
China,Bank Lending Rate,4.35,4.35,10.98,4.35,percent
China,Consumer Credit,559606,564800,564800,59106,CNY Hundred Million
China,Gasoline Prices,0.9,0.94,1.37,0.27,USD/Liter
China,Households Debt to GDP,62.6,62.1,62.6,10.8,percent of GDP
China,Housing Index,-5.3,-4.9,12.6,-6.1,Percent
China,House Price Index MoM,-0.7,-0.7,2.1,-1.1,percent
China,Housing Starts,49465,43733,227154,82.16,Tens of Thousands Square Metre
China,New Home Sales YoY,-26.8,-19.7,31.6,-60,percent
China,Property Investment,-10.2,-10.2,50.2,-16.3,percent
China,New Home Sales,52425,46787,162730,78.19,CNY Hundred Million
China,Residential Property Prices,-5.17,-3.7,10.62,-5.91,Percent
Colombia,Currency,4181,4175,5118,431,
Colombia,Stock Market,1321,1332,1957,666,points
Colombia,GDP Growth Rate,0.1,1.1,9.9,-16.4,percent
Colombia,GDP Annual Growth Rate,2.1,0.7,18.6,-16.8,percent
Colombia,Unemployment Rate,9.9,10.3,21.01,7.33,percent
Colombia,Inflation Rate,6.12,6.86,41.65,-0.87,percent
Colombia,Inflation Rate MoM,0,0.2,7.1,-1.49,percent
Colombia,Interest Rate,10.75,10.75,32,1.75,percent
Colombia,Balance of Trade,-0.96,-0.84,0.81,-2.91,USD Billion
Colombia,Current Account,-1924,-2293,363,-6471,USD Million
Colombia,Current Account to GDP,-2.7,-6.2,4.3,-6.3,percent of GDP
Colombia,Government Debt to GDP,63.6,64,65.7,23.3,percent of GDP
Colombia,Government Budget,-4.2,-4.3,0.23,-8.47,percent of GDP
Colombia,Business Confidence,-1.4,-1.2,20.4,-35.8,points
Colombia,Consumer Confidence,-15.3,-9,38.8,-41.3,points
Colombia,Retail Sales MoM,0.02,1.49,26.95,-36.11,percent
Colombia,Corporate Tax Rate,35,35,35,25,percent
Colombia,Personal Income Tax Rate,39,39,39,33,percent
Colombia,GDP Growth Rate,0.1,1.1,9.9,-16.4,percent
Colombia,GDP Annual Growth Rate,2.1,0.7,18.6,-16.8,percent
Colombia,GDP,364,345,382,4.03,USD Billion
Colombia,GDP Constant Prices,244876,237181,257486,100710,COP Billion
Colombia,Gross Fixed Capital Formation,43851,43513,49334,9542,COP Billion
Colombia,GDP per Capita,6850,6836,6850,1951,USD
Colombia,GDP per Capita PPP,18777,18739,18777,10125,USD
Colombia,Full Year GDP Growth,0.6,7.3,10.8,-7.2,percent
Colombia,GDP from Agriculture,15146,14943,15406,5454,COP Billion
Colombia,GDP from Construction,10616,10607,15325,2927,COP Billion
Colombia,GDP from Manufacturing,27336,26418,30523,9441,COP Billion
Colombia,GDP from Mining,9020,9297,12831,4899,COP Billion
Colombia,GDP from Transport,11807,11636,12502,4460,COP Billion
Colombia,GDP from Utilities,7267,7342,7426,2895,COP Billion
Colombia,Unemployment Rate,9.9,10.3,21.01,7.33,percent
Colombia,Unemployed Persons,2555,2623,4695,1763,Thousand
Colombia,Population,52.22,51.87,52.22,15.69,Million
Colombia,Employed Persons,23203,22922,23203,14694,Thousand
Colombia,Employment Rate,57.8,57.16,64.01,42.5,percent
Colombia,Labor Force Participation Rate,64.2,63.7,66.89,51.84,percent
Colombia,Minimum Wages,1300000,1160000,1300000,11298,COP/Month
Colombia,Inflation Rate,6.12,6.86,41.65,-0.87,percent
Colombia,Inflation Rate MoM,0,0.2,7.1,-1.49,percent
Colombia,Consumer Price Index CPI,144,144,144,0.03,points
Colombia,Core Consumer Prices,141,140,141,36.13,points
Colombia,Core Inflation Rate,6.26,6.74,12.41,1.67,percent
Colombia,Producer Prices,180,180,187,43.87,points
Colombia,Food Inflation,3.38,5.26,35.59,-0.54,percent
Colombia,CPI Housing Utilities,135,134,135,0.07,points
Colombia,CPI Transportation,149,149,149,44.63,points
Colombia,Export Prices,233,234,325,0.18,points
Colombia,Import Prices,184,184,206,0.32,points
Colombia,Producer Prices Change,1.28,4.28,34.59,-6.43,percent
Colombia,Interest Rate,10.75,10.75,32,1.75,percent
Colombia,Interbank Rate,10.75,10.76,13.5,1.65,percent
Colombia,Money Supply M0,113796,114212,115899,44.84,COP Billion
Colombia,Money Supply M1,180007,178968,189277,164,COP Billion
Colombia,Money Supply M3,837378,834581,837378,318,COP Billion
Colombia,Foreign Exchange Reserves,62778,61868,62778,-135,USD Million
Colombia,Deposit Interest Rate,13.21,8.5,37.23,2.07,percent
Colombia,Central Bank Balance Sheet,327448,299587,380256,17218,COP Billion
Colombia,Money Supply M2,791795,788475,791795,648,COP Billion
Colombia,Balance of Trade,-0.96,-0.84,0.81,-2.91,USD Billion
Colombia,Current Account,-1924,-2293,363,-6471,USD Million
Colombia,Current Account to GDP,-2.7,-6.2,4.3,-6.3,percent of GDP
Colombia,Exports,4.62,3.82,5.91,0.02,USD Billion
Colombia,Imports,5.58,4.66,7.3,0.28,USD Billion
Colombia,External Debt,196370,197045,197930,36431,USD Million
Colombia,Capital Flows,-1397,-1621,360,-6194,USD Million
Colombia,Foreign Direct Investment,3620,3946,6776,197,USD Million
Colombia,Remittances,1006,1017,1017,162,USD Million
Colombia,Gold Reserves,4.68,4.68,18.92,3.49,Tonnes
Colombia,Crude Oil Production,788,790,1035,356,BBL/D/1K
Colombia,Exports YoY,10.8,-5,167,-60,percent
Colombia,External Debt to GDP,25.8,22.3,25.8,8.9,percent of GDP
Colombia,Imports YoY,12.9,-7.1,109,-40.5,percent
Colombia,Terms of Trade,126,127,167,73.87,points
Colombia,Terrorism Index,6.19,6.7,7.36,5.58,Points
Colombia,Government Debt to GDP,63.6,64,65.7,23.3,percent of GDP
Colombia,Government Budget,-4.2,-4.3,0.23,-8.47,percent of GDP
Colombia,Government Budget Value,-19653,-2597,9730,-19653,COP Billion
Colombia,Government Spending,40590,40052,40656,11533,COP Billion
Colombia,Government Revenues,22026,29518,35579,0.09,COP Billion
Colombia,Fiscal Expenditure,41679,32215,41830,0.12,COP Billion
Colombia,Corruption Index,40,39,40,22,Points
Colombia,Corruption Rank,87,91,99,31,
Colombia,Credit Rating,55,,,,
Colombia,Military Expenditure,10701,9661,12504,67.7,USD Million
Colombia,Corporate Tax Rate,35,35,35,25,percent
Colombia,Personal Income Tax Rate,39,39,39,33,percent
Colombia,Sales Tax Rate,19,19,19,16,percent
Colombia,Social Security Rate,30.5,30.5,48.2,30.5,percent
Colombia,Social Security Rate For Companies,20.5,20.5,40.2,20.5,percent
Colombia,Social Security Rate For Employees,10,10,10,7.38,percent
Colombia,Withholding Tax Rate,20,20,20,10,percent
Colombia,Business Confidence,-1.4,-1.2,20.4,-35.8,points
Colombia,Industrial Production,2,-4.9,64.3,-35.8,percent
Colombia,Car Registrations,16498,16497,40393,217,Units
Colombia,Total Vehicle Sales,4310,4897,19788,1432,Units
Colombia,Leading Economic Index,3.68,-1.04,25.74,-20.34,percent
Colombia,Capacity Utilization,78.9,77.7,85.3,56.4,percent
Colombia,Cement Production,1155669,1070918,1341585,198925,Tonnes
Colombia,Industrial Production Mom,0.4,0.2,28.1,-26.3,percent
Colombia,Manufacturing PMI,49.8,50,55.7,27.6,points
Colombia,Consumer Confidence,-15.3,-9,38.8,-41.3,points
Colombia,Retail Sales MoM,0.02,1.49,26.95,-36.11,percent
Colombia,Retail Sales YoY,1.6,1.5,75.3,-42.8,percent
Colombia,Consumer Spending,189983,187238,189983,48409,COP Billion
Colombia,Private Sector Credit,360057,367258,574362,2536,COP Million
Colombia,Consumer Credit,200919,201839,213946,5413,COP Billion
Colombia,Gasoline Prices,0.98,1.02,1.41,0.23,USD/Liter
Colombia,Households Debt to GDP,26.95,27.15,32.38,8.95,percent of GDP
Colombia,Housing Index,134,131,134,25.12,points
Colombia,Price to Rent Ratio,128,127,128,47.49,
Colombia,Hospital Beds,1.69,1.74,1.74,1.46,per 1000 people
Comoros,GDP Annual Growth Rate,3.2,2.6,8.53,-5.4,percent
Comoros,Unemployment Rate,5.7,5.7,5.9,4.3,percent
Comoros,Inflation Rate,-2,-1.4,21.9,-12.12,percent
Comoros,Balance of Trade,-25992,-33412,-16776,-111895,KMF Million
Comoros,Current Account,-15105,-3090,-1099,-23013,KMF Million
Comoros,Current Account to GDP,-6.1,-0.5,3.63,-30.44,percent of GDP
Comoros,Government Debt to GDP,28.4,31.6,78.1,16.6,percent of GDP
Comoros,Government Budget,-4.3,-3.8,3.1,-4.3,percent of GDP
Comoros,GDP Annual Growth Rate,3.2,2.6,8.53,-5.4,percent
Comoros,GDP,1.35,1.24,1.35,0.18,USD Billion
Comoros,GDP per Capita,1374,1363,1383,1097,USD
Comoros,GDP per Capita PPP,3475,3445,3497,2772,USD
Comoros,Unemployment Rate,5.7,5.7,5.9,4.3,percent
Comoros,Population,0.85,0.84,0.85,0.19,Million
Comoros,Inflation Rate,-2,-1.4,21.9,-12.12,percent
Comoros,Deposit Interest Rate,2.06,2.06,11.42,1.75,percent
Comoros,Money Supply M1,159200,159800,159800,20082,KMF Million
Comoros,Money Supply M2,226100,226400,230600,31764,KMF Million
Comoros,Balance of Trade,-25992,-33412,-16776,-111895,KMF Million
Comoros,Current Account,-15105,-3090,-1099,-23013,KMF Million
Comoros,Current Account to GDP,-6.1,-0.5,3.63,-30.44,percent of GDP
Comoros,Exports,7075,4830,17642,1514,KMF Million
Comoros,Imports,33067,38242,120819,22241,KMF Million
Comoros,Remittances,11258,9559,12070,20,KMF Million
Comoros,Tourist Arrivals,20297,50360,50360,6959,
Comoros,Government Debt to GDP,28.4,31.6,78.1,16.6,percent of GDP
Comoros,Government Budget,-4.3,-3.8,3.1,-4.3,percent of GDP
Comoros,Corruption Index,20,19,28,19,Points
Comoros,Corruption Rank,162,167,167,123,
Comoros,Sales Tax Rate,10,10,10,10,percent
Congo,GDP Annual Growth Rate,6.2,8.9,9.7,-26.1,percent
Congo,Inflation Rate,16.36,22.2,24.89,13.41,percent
Congo,Interest Rate,25,25,70,2,percent
Congo,Balance of Trade,1864,3940,3940,-578,USD Million
Congo,Current Account,-3238,-516,0.9,-3238,USD Million
Congo,Current Account to GDP,-6.3,-4.9,5.1,-17,percent of GDP
Congo,Government Debt to GDP,13.3,14.5,182,13.3,percent of GDP
Congo,Government Budget,-1.7,-0.5,26.1,-19.65,percent of GDP
Congo,Corporate Tax Rate,30,30,40,30,percent
Congo,Personal Income Tax Rate,40,40,40,30,percent
Congo,GDP Annual Growth Rate,6.2,8.9,9.7,-26.1,percent
Congo,GDP,66.38,65.8,66.38,2.88,USD Billion
Congo,GDP per Capita,556,529,1362,322,USD
Congo,GDP per Capita PPP,1506,1433,2214,874,USD
Congo,GDP Constant Prices,15819,14900,15819,9220,CDF Million
Congo,GDP from Agriculture,2028,1981,2028,1448,CDF Million
Congo,GDP from Construction,609,588,609,297,CDF Million
Congo,GDP from Manufacturing,1435,1401,1450,855,CDF Million
Congo,GDP from Mining,5187,4254,5187,1842,CDF Million
Congo,GDP from Public Administration,434,426,444,341,CDF Million
Congo,GDP from Services,5313,5144,5313,3153,CDF Million
Congo,GDP from Transport,1854,1773,1854,992,CDF Million
Congo,GDP from Utilities,87,84,87,56,CDF Million
Congo,Population,95.02,95.02,95.02,15.25,Million
Congo,Inflation Rate,16.36,22.2,24.89,13.41,percent
Congo,Consumer Price Index CPI,1701,1684,1701,1248,points
Congo,CPI Housing Utilities,1895,1878,1895,100,points
Congo,CPI Transportation,1793,1761,1793,100,Index Points
Congo,Inflation Rate MoM,0.98,1.38,11.13,0.22,percent
Congo,Interest Rate,25,25,70,2,percent
Congo,Foreign Exchange Reserves,6001,5748,6001,506,USD Million
Congo,Money Supply M1,24081949,24600258,24600258,805418,CDF Million
Congo,Money Supply M2,43092534,42478877,43092534,2803237,CDF Million
Congo,Balance of Trade,1864,3940,3940,-578,USD Million
Congo,Current Account,-3238,-516,0.9,-3238,USD Million
Congo,Current Account to GDP,-6.3,-4.9,5.1,-17,percent of GDP
Congo,Exports,28562,22185,28562,880,USD Million
Congo,Imports,26698,18245,26698,773,USD Million
Congo,Crude Oil Production,17,17,33,17,BBL/D/1K
Congo,External Debt,5659,4868,12468,3284,USD Million
Congo,Terrorism Index,6.51,6.87,7.11,3.61,Points
Congo,Government Debt to GDP,13.3,14.5,182,13.3,percent of GDP
Congo,Government Budget,-1.7,-0.5,26.1,-19.65,percent of GDP
Congo,Corruption Index,20,21,22,17,Points
Congo,Corruption Rank,162,164,171,133,
Congo,Credit Rating,22,,,,
Congo,Fiscal Expenditure,2376129,1885612,6166460,85918,CDF Million
Congo,Government Budget Value,520500,71361,1992983,-1034619,CDF Million
Congo,Government Revenues,1935356,682601,3527094,731,CDF Million
Congo,Military Expenditure,794,371,794,26.6,USD Million
Congo,Corporate Tax Rate,30,30,40,30,percent
Congo,Personal Income Tax Rate,40,40,40,30,percent
Congo,Sales Tax Rate,16,16,16,13,percent
Congo,Withholding Tax Rate,20,20,20,20,percent
Congo,Social Security Rate,18,18,18,12.5,percent
Congo,Social Security Rate For Companies,13,13,13,9,percent
Congo,Social Security Rate For Employees,5,5,5,3.5,percent
Congo,Industrial Production,4.2,3.4,8.9,-21,percent
Congo,Cement Production,2122295,1629327,2122295,249708,Tonnes
Congo,Mining Production,2.9,4.9,254,-39.7,percent
Croatia,Currency,1.12,1.12,1.87,0.64,
Croatia,Stock Market,2950,2954,5393,263,points
